drug_id,disease_id,disease_name,max_phase,drug_name
CHEMBL3,EFO_0003768,nicotine dependence,4.0,
CHEMBL3,EFO_0004319,smoking cessation,3.0,
CHEMBL193,EFO_0003917,premature birth,3.0,
CHEMBL1200689,EFO_0005046,cutaneous Leishmaniasis,3.0,
CHEMBL730,EFO_0003843,pain,4.0,
CHEMBL730,EFO_0000712,stroke,3.0,
CHEMBL136478,EFO_0000537,hypertension,3.0,
CHEMBL1743048,EFO_0000095,chronic lymphocytic leukemia,4.0,OBINUTUZUMAB
CHEMBL1200480,EFO_0003770,diabetic retinopathy,3.0,
CHEMBL1201836,EFO_0000095,chronic lymphocytic leukemia,4.0,OFATUMUMAB
CHEMBL715,EFO_0005203,eating disorder,3.0,OLANZAPINE
CHEMBL1200692,EFO_0000537,hypertension,4.0,OLMESARTAN MEDOXOMIL
CHEMBL2105743,EFO_0000341,chronic obstructive pulmonary disease,4.0,OLODATEROL HYDROCHLORIDE
CHEMBL1201589,EFO_0005531,urticaria,4.0,OMALIZUMAB
CHEMBL1503,EFO_0003948,gastroesophageal reflux disease,4.0,
CHEMBL46,HP_0002018,Nausea,4.0,ONDANSETRON
CHEMBL3186492,EFO_0004888,post operative nausea and vomiting,4.0,ONDANSETRON HYDROCHLORIDE
CHEMBL46,EFO_0004888,post operative nausea and vomiting,4.0,ONDANSETRON
CHEMBL568,EFO_0005230,anxiety,4.0,
CHEMBL1068,EFO_0000474,epilepsy,4.0,
CHEMBL1068,HP_0001250,Seizure,4.0,
CHEMBL1200682,EFO_0005687,fibromyalgia,3.0,
CHEMBL1200890,EFO_0003843,pain,4.0,OXYCODONE HYDROCHLORIDE
CHEMBL1200794,EFO_0003843,pain,4.0,
CHEMBL3989676,EFO_0005755,rheumatic disease,4.0,
CHEMBL395429,EFO_0003756,autism spectrum disorder,3.0,OXYTOCIN
CHEMBL395429,MP_0001914,hemorrhage,4.0,OXYTOCIN
CHEMBL428647,EFO_0000305,breast carcinoma,4.0,
CHEMBL428647,EFO_0000503,gastric adenocarcinoma,3.0,
CHEMBL428647,EFO_0000178,gastric carcinoma,3.0,
CHEMBL428647,EFO_0000756,melanoma,3.0,
CHEMBL428647,EFO_0002617,metastatic melanoma,3.0,
CHEMBL428647,EFO_0003060,non-small cell lung carcinoma,4.0,
CHEMBL1201827,EFO_0000365,colorectal adenocarcinoma,4.0,PANITUMUMAB
CHEMBL3989559,EFO_0003948,gastroesophageal reflux disease,4.0,
CHEMBL2108078,EFO_0003882,osteoporosis,3.0,PARATHYROID HORMONE
CHEMBL1201733,EFO_0000691,sarcoma,4.0,PAZOPANIB HYDROCHLORIDE
CHEMBL1201560,EFO_0004239,chronic hepatitis B virus infection,4.0,
CHEMBL1201560,EFO_0004220,chronic hepatitis C virus infection,4.0,
CHEMBL1201560,EFO_0003047,hepatitis C virus infection,3.0,
CHEMBL1201560,EFO_0000764,HIV infection,3.0,
CHEMBL1201561,EFO_0004239,chronic hepatitis B virus infection,3.0,
CHEMBL1201561,EFO_0004220,chronic hepatitis C virus infection,4.0,
CHEMBL628,EFO_0003884,chronic kidney disease,3.0,
CHEMBL1214124,EFO_0000474,epilepsy,4.0,
CHEMBL1214124,HP_0001250,Seizure,4.0,
CHEMBL1574,EFO_0001073,obesity,4.0,PHENTERMINE
CHEMBL1200912,EFO_0001073,obesity,4.0,PHENTERMINE HYDROCHLORIDE
CHEMBL16,EFO_0000474,epilepsy,4.0,
CHEMBL1200686,EFO_0000274,atopic eczema,4.0,PIMECROLIMUS
CHEMBL131,EFO_0005752,eye inflammation,4.0,PREDNISOLONE
CHEMBL131,HP_0001742,Nasal congestion,4.0,PREDNISOLONE
CHEMBL131,EFO_0004255,nephrotic syndrome,4.0,PREDNISOLONE
CHEMBL131,EFO_0000685,rheumatoid arthritis,4.0,PREDNISOLONE
CHEMBL635,EFO_1000391,Nasal Cavity Polyp,3.0,PREDNISONE
CHEMBL635,DOID_13406,pulmonary sarcoidosis,3.0,PREDNISONE
CHEMBL635,EFO_0000685,rheumatoid arthritis,4.0,PREDNISONE
CHEMBL635,HP_0011868,Sciatica,3.0,PREDNISONE
CHEMBL635,EFO_0005297,Granulomatosis with Polyangiitis,3.0,PREDNISONE
CHEMBL1059,EFO_0005687,fibromyalgia,4.0,
CHEMBL1059,EFO_0004149,neuropathy,3.0,
CHEMBL1059,EFO_0003843,pain,3.0,
CHEMBL1059,EFO_0004263,partial epilepsy,3.0,
CHEMBL1059,EFO_0004270,restless legs syndrome,3.0,
CHEMBL1059,HP_0001250,Seizure,4.0,
CHEMBL103,EFO_0000545,infertility,3.0,PROGESTERONE
CHEMBL103,EFO_0003917,premature birth,3.0,PROGESTERONE
CHEMBL1200930,EFO_0003948,gastroesophageal reflux disease,4.0,
CHEMBL1218,EFO_0004698,insomnia,4.0,
CHEMBL1168,EFO_0000275,atrial fibrillation,3.0,RAMIPRIL
CHEMBL1168,EFO_0003884,chronic kidney disease,3.0,RAMIPRIL
CHEMBL1168,EFO_0000537,hypertension,4.0,RAMIPRIL
CHEMBL1743062,EFO_0003060,non-small cell lung carcinoma,4.0,RAMUCIRUMAB
CHEMBL1201825,EFO_0001365,age-related macular degeneration,3.0,RANIBIZUMAB
CHEMBL1201825,EFO_0003770,diabetic retinopathy,4.0,RANIBIZUMAB
CHEMBL2111286,HP_0004398,Peptic ulcer,4.0,RANITIDINE BISMUTH CITRATE
CHEMBL3559672,EFO_0000537,hypertension,4.0,
CHEMBL1946170,EFO_0000365,colorectal adenocarcinoma,4.0,REGORAFENIB
CHEMBL1643,EFO_0004220,chronic hepatitis C virus infection,4.0,RIBAVIRIN
CHEMBL1643,EFO_0003047,hepatitis C virus infection,3.0,RIBAVIRIN
CHEMBL1201830,EFO_0004274,gout,3.0,RILONACEPT
CHEMBL1654,EFO_0003882,osteoporosis,4.0,RISEDRONATE SODIUM
CHEMBL85,EFO_0005407,psychosis,4.0,RISPERIDONE
CHEMBL1201576,EFO_0004599,acute graft vs. host disease,3.0,RITUXIMAB
CHEMBL1201576,EFO_0004540,chronic fatigue syndrome,3.0,RITUXIMAB
CHEMBL1201576,EFO_0000183,Hodgkins lymphoma,3.0,RITUXIMAB
CHEMBL1201576,EFO_0000574,lymphoma,3.0,RITUXIMAB
CHEMBL1201576,EFO_0004254,membranous glomerulonephritis,3.0,RITUXIMAB
CHEMBL1201576,EFO_0000096,neoplasm of mature B-cells,3.0,RITUXIMAB
CHEMBL1201576,EFO_0005952,non-Hodgkins lymphoma,4.0,RITUXIMAB
CHEMBL1201576,EFO_0000685,rheumatoid arthritis,4.0,RITUXIMAB
CHEMBL198362,EFO_0000275,atrial fibrillation,4.0,RIVAROXABAN
CHEMBL198362,HP_0004936,Venous thrombosis,4.0,RIVAROXABAN
CHEMBL193240,HP_0002110,Bronchiectasis,3.0,
CHEMBL193240,EFO_0000341,chronic obstructive pulmonary disease,4.0,
CHEMBL1201832,MP_0001914,hemorrhage,4.0,ROMIPLOSTIM
CHEMBL1744447,Orphanet_309005,Disorder of lipid metabolism,3.0,ROSUVASTATIN CALCIUM
CHEMBL1744447,HP_0003124,Hypercholesterolemia,4.0,ROSUVASTATIN CALCIUM
CHEMBL1201754,HP_0001250,Seizure,4.0,
CHEMBL1082607,EFO_0000341,chronic obstructive pulmonary disease,4.0,SALMETEROL XINAFOATE
CHEMBL1201670,EFO_0000384,Crohn's disease,3.0,
CHEMBL1737,EFO_0004234,erectile dysfunction,4.0,SILDENAFIL CITRATE
CHEMBL24778,EFO_0000284,benign prostatic hyperplasia,4.0,SILODOSIN
CHEMBL1743070,EFO_0000540,immune system disease,4.0,SILTUXIMAB
CHEMBL1064,EFO_0000341,chronic obstructive pulmonary disease,3.0,SIMVASTATIN
CHEMBL1064,Orphanet_309005,Disorder of lipid metabolism,3.0,SIMVASTATIN
CHEMBL1064,HP_0003124,Hypercholesterolemia,4.0,SIMVASTATIN
CHEMBL1201621,EFO_0000495,fetal growth restriction,3.0,SOMATROPIN
CHEMBL1200485,EFO_0000182,hepatocellular carcinoma,4.0,SORAFENIB TOSYLATE
CHEMBL1393,EFO_0003884,chronic kidney disease,3.0,SPIRONOLACTONE
CHEMBL1393,EFO_0003144,heart failure,4.0,SPIRONOLACTONE
CHEMBL1393,EFO_0000537,hypertension,4.0,SPIRONOLACTONE
CHEMBL1567,EFO_0003060,non-small cell lung carcinoma,3.0,SUNITINIB MALATE
CHEMBL1567,EFO_0000681,renal cell carcinoma,4.0,SUNITINIB MALATE
CHEMBL1083659,EFO_0004698,insomnia,4.0,
CHEMBL779,EFO_0000284,benign prostatic hyperplasia,4.0,TADALAFIL
CHEMBL779,EFO_0004234,erectile dysfunction,4.0,TADALAFIL
CHEMBL1200914,EFO_0000284,benign prostatic hyperplasia,4.0,
CHEMBL1201777,EFO_0003843,pain,4.0,TAPENTADOL HYDROCHLORIDE
CHEMBL1657,EFO_0003894,acne,4.0,
CHEMBL1657,EFO_0000676,psoriasis,4.0,
CHEMBL1017,EFO_0000537,hypertension,4.0,TELMISARTAN
CHEMBL1201182,EFO_0000574,lymphoma,3.0,TEMSIROLIMUS
CHEMBL1201182,EFO_0000681,renal cell carcinoma,4.0,TEMSIROLIMUS
CHEMBL525610,EFO_0003931,bone fracture,3.0,TERIPARATIDE
CHEMBL525610,EFO_0003882,osteoporosis,4.0,TERIPARATIDE
CHEMBL525610,EFO_0003854,postmenopausal osteoporosis,4.0,TERIPARATIDE
CHEMBL1355736,EFO_0000341,chronic obstructive pulmonary disease,3.0,
CHEMBL1355736,HP_0006536,Airway obstruction,4.0,
CHEMBL1370561,HP_0006536,Airway obstruction,4.0,
CHEMBL479,EFO_0005407,psychosis,4.0,THIORIDAZINE
CHEMBL1201533,EFO_0002892,thyroid carcinoma,4.0,THYROTROPIN ALFA
CHEMBL398435,EFO_0005672,acute coronary syndrome,4.0,TICAGRELOR
CHEMBL398435,EFO_0000612,myocardial infarction,4.0,TICAGRELOR
CHEMBL3545181,EFO_0000341,chronic obstructive pulmonary disease,4.0,TIOTROPIUM BROMIDE
CHEMBL1237022,EFO_0002609,juvenile idiopathic arthritis,4.0,TOCILIZUMAB
CHEMBL1237022,EFO_0000685,rheumatoid arthritis,4.0,TOCILIZUMAB
CHEMBL1237022,EFO_0000717,systemic scleroderma,4.0,TOCILIZUMAB
CHEMBL2103743,EFO_0000685,rheumatoid arthritis,4.0,
CHEMBL220492,EFO_0002610,cocaine dependence,3.0,TOPIRAMATE
CHEMBL220492,EFO_0000474,epilepsy,4.0,TOPIRAMATE
CHEMBL1237065,EFO_0003843,pain,4.0,TRAMADOL HYDROCHLORIDE
CHEMBL877,MP_0001914,hemorrhage,4.0,TRANEXAMIC ACID
CHEMBL877,EFO_0003964,hip fracture,3.0,TRANEXAMIC ACID
CHEMBL1201585,EFO_0000305,breast carcinoma,4.0,TRASTUZUMAB
CHEMBL1743082,EFO_0000305,breast carcinoma,4.0,TRASTUZUMAB EMTANSINE
CHEMBL1237119,EFO_0001361,pulmonary arterial hypertension,4.0,TREPROSTINIL
CHEMBL1451,HP_0006536,Airway obstruction,4.0,TRIAMCINOLONE
CHEMBL1504,EFO_0003770,diabetic retinopathy,3.0,TRIAMCINOLONE ACETONIDE
CHEMBL1200554,EFO_0001663,prostate carcinoma,4.0,TRIPTORELIN PAMOATE
CHEMBL523299,EFO_0000341,chronic obstructive pulmonary disease,4.0,UMECLIDINIUM BROMIDE
CHEMBL1201835,EFO_0003898,ankylosing spondylitis,3.0,
CHEMBL1201835,EFO_0000676,psoriasis,4.0,
CHEMBL865,EFO_0003843,pain,3.0,VALDECOXIB
CHEMBL433,EFO_0000474,epilepsy,4.0,VALPROATE SODIUM
CHEMBL109,EFO_0000474,epilepsy,4.0,VALPROIC ACID
CHEMBL2105613,HP_0001250,Seizure,4.0,DIVALPROEX SODIUM
CHEMBL1069,EFO_0000373,congestive heart failure,4.0,VALSARTAN
CHEMBL1069,EFO_0003144,heart failure,4.0,VALSARTAN
CHEMBL1069,EFO_0000537,hypertension,4.0,VALSARTAN
CHEMBL6067972,EFO_0004319,smoking cessation,3.0,
CHEMBL373742,EFO_0006834,septic shock,3.0,
CHEMBL1743087,EFO_0000384,Crohn's disease,4.0,
CHEMBL1229517,EFO_0000756,melanoma,4.0,VEMURAFENIB
CHEMBL1084172,EFO_0000341,chronic obstructive pulmonary disease,4.0,VILANTEROL TRIFENATATE
CHEMBL501867,EFO_0000220,acute lymphoblastic leukemia,3.0,
CHEMBL473417,EFO_0004193,basal cell carcinoma,4.0,VISMODEGIB
CHEMBL473417,EFO_0000616,neoplasm,4.0,VISMODEGIB
CHEMBL98,EFO_0001378,multiple myeloma,3.0,VORINOSTAT
CHEMBL1200879,EFO_0000275,atrial fibrillation,4.0,WARFARIN SODIUM
CHEMBL1200772,EFO_0000275,atrial fibrillation,3.0,WARFARIN POTASSIUM
CHEMBL4303669,EFO_0001378,multiple myeloma,4.0,ZOLEDRONIC ACID
CHEMBL4303669,EFO_0004261,osteitis deformans,4.0,ZOLEDRONIC ACID
CHEMBL4303669,EFO_0003882,osteoporosis,4.0,ZOLEDRONIC ACID
CHEMBL4303669,EFO_0001663,prostate carcinoma,4.0,ZOLEDRONIC ACID
CHEMBL750,EFO_0000474,epilepsy,4.0,
CHEMBL1201823,EFO_0000384,Crohn's disease,3.0,ABATACEPT
CHEMBL1201580,EFO_0000384,Crohn's disease,4.0,ADALIMUMAB
CHEMBL1201580,EFO_0003778,psoriatic arthritis,4.0,ADALIMUMAB
CHEMBL1742982,EFO_0000365,colorectal adenocarcinoma,4.0,AFLIBERCEPT
CHEMBL1742982,EFO_0003770,diabetic retinopathy,4.0,AFLIBERCEPT
CHEMBL1201587,EFO_0000095,chronic lymphocytic leukemia,4.0,ALEMTUZUMAB
CHEMBL675,EFO_0003882,osteoporosis,4.0,ALENDRONATE SODIUM
CHEMBL675,EFO_0003854,postmenopausal osteoporosis,4.0,ALENDRONATE SODIUM
CHEMBL2109540,EFO_0004911,familial hypercholesterolemia,4.0,ALIROCUMAB
CHEMBL1467,EFO_0000319,cardiovascular disease,3.0,ALLOPURINOL
CHEMBL1200885,EFO_0000555,irritable bowel syndrome,4.0,ALOSETRON HYDROCHLORIDE
CHEMBL661,EFO_0005230,anxiety,4.0,
CHEMBL405,EFO_0003888,attention deficit hyperactivity disorder,4.0,AMPHETAMINE
CHEMBL1201570,EFO_0000685,rheumatoid arthritis,4.0,ANAKINRA
CHEMBL231779,EFO_0000712,stroke,4.0,APIXABAN
CHEMBL231779,HP_0004936,Venous thrombosis,4.0,APIXABAN
CHEMBL514800,EFO_0003898,ankylosing spondylitis,3.0,
CHEMBL514800,EFO_0003780,Behcet's syndrome,4.0,
CHEMBL514800,EFO_0000676,psoriasis,4.0,
CHEMBL514800,EFO_0003778,psoriatic arthritis,4.0,
CHEMBL25,EFO_0000545,infertility,3.0,
CHEMBL25,EFO_0000712,stroke,4.0,
CHEMBL393220,EFO_0003884,chronic kidney disease,3.0,ATORVASTATIN CALCIUM
CHEMBL1963681,EFO_0004234,erectile dysfunction,4.0,AVANAFIL
CHEMBL1489,EFO_0003811,refractory anemia with excess blasts,4.0,AZACITIDINE
CHEMBL1542,EFO_0000685,rheumatoid arthritis,4.0,AZATHIOPRINE
CHEMBL1542,EFO_0006803,vasculitis,3.0,AZATHIOPRINE
CHEMBL1200809,EFO_0005854,allergic rhinitis,4.0,AZELASTINE HYDROCHLORIDE
CHEMBL1200809,EFO_0003956,seasonal allergic rhinitis,4.0,AZELASTINE HYDROCHLORIDE
CHEMBL2106615,EFO_0003882,osteoporosis,3.0,
CHEMBL1200500,EFO_0005854,allergic rhinitis,4.0,BECLOMETHASONE DIPROPIONATE
CHEMBL1201583,EFO_0000616,neoplasm,4.0,BEVACIZUMAB
CHEMBL1201583,EFO_0003839,retinopathy,3.0,BEVACIZUMAB
CHEMBL1200963,EFO_0004190,open-angle glaucoma,4.0,BIMATOPROST
CHEMBL5314348,EFO_0000612,myocardial infarction,3.0,BIVALIRUDIN
CHEMBL325041,EFO_0000574,lymphoma,3.0,
CHEMBL957,EFO_0000768,idiopathic pulmonary fibrosis,3.0,
CHEMBL220491,EFO_0004190,open-angle glaucoma,4.0,BRINZOLAMIDE
CHEMBL1370,EFO_0000384,Crohn's disease,4.0,BUDESONIDE
CHEMBL1370,EFO_0004232,eosinophilic esophagitis,3.0,BUDESONIDE
CHEMBL1370,HP_0001742,Nasal congestion,4.0,BUDESONIDE
CHEMBL1370,EFO_0003956,seasonal allergic rhinitis,4.0,BUDESONIDE
CHEMBL1072,EFO_0003144,heart failure,4.0,BUMETANIDE
CHEMBL511142,EFO_0005611,opioid dependence,4.0,BUPRENORPHINE
CHEMBL1201748,EFO_0000673,prostate adenocarcinoma,4.0,
CHEMBL1201834,EFO_0004274,gout,3.0,CANAKINUMAB
CHEMBL1773,EFO_0004288,colonic neoplasm,4.0,CAPECITABINE
CHEMBL1560,EFO_0000401,diabetic nephropathy,4.0,CAPTOPRIL
CHEMBL513,EFO_0000519,glioblastoma multiforme,4.0,CARMUSTINE
CHEMBL513,EFO_0002939,medulloblastoma,4.0,CARMUSTINE
CHEMBL513,EFO_0001378,multiple myeloma,4.0,CARMUSTINE
CHEMBL118,Orphanet_733,Familial adenomatous polyposis,4.0,CELECOXIB
CHEMBL2403108,EFO_0003060,non-small cell lung carcinoma,4.0,CERITINIB
CHEMBL1201831,EFO_0003778,psoriatic arthritis,4.0,CERTOLIZUMAB PEGOL
CHEMBL1042,EFO_0003884,chronic kidney disease,3.0,CHOLECALCIFEROL
CHEMBL1042,EFO_0000764,HIV infection,3.0,CHOLECALCIFEROL
CHEMBL1042,EFO_0003929,relapsing-remitting multiple sclerosis,3.0,CHOLECALCIFEROL
CHEMBL2040682,EFO_0005854,allergic rhinitis,4.0,CICLESONIDE
CHEMBL2040682,EFO_0003956,seasonal allergic rhinitis,4.0,CICLESONIDE
CHEMBL30,HP_0004398,Peptic ulcer,4.0,CIMETIDINE
CHEMBL1750,EFO_0000222,acute myeloid leukemia,3.0,
CHEMBL1705,EFO_0003843,pain,3.0,
CHEMBL160,EFO_0000198,myelodysplastic syndrome,3.0,CYCLOSPORINE
CHEMBL160,EFO_0000676,psoriasis,4.0,CYCLOSPORINE
CHEMBL61593,EFO_0000319,cardiovascular disease,4.0,CYCLOTHIAZIDE
CHEMBL803,EFO_0000574,lymphoma,3.0,
CHEMBL1421,EFO_0000339,chronic myelogenous leukemia,4.0,DASATINIB ANHYDROUS
CHEMBL1563,EFO_0000222,acute myeloid leukemia,3.0,DAUNORUBICIN HYDROCHLORIDE
CHEMBL1201129,EFO_0000565,leukemia,3.0,DECITABINE
CHEMBL1201129,EFO_0000616,neoplasm,4.0,DECITABINE
CHEMBL1200515,EFO_0000537,hypertension,4.0,DESERPIDINE
CHEMBL1533,MP_0001914,hemorrhage,3.0,DESOGESTREL
CHEMBL1201109,EFO_0005752,eye inflammation,4.0,DESONIDE
CHEMBL384467,HP_0011950,Bronchiolitis,3.0,DEXAMETHASONE
CHEMBL384467,EFO_0000616,neoplasm,4.0,DEXAMETHASONE
CHEMBL1201863,EFO_0003948,gastroesophageal reflux disease,4.0,
CHEMBL612,EFO_0003888,attention deficit hyperactivity disorder,4.0,DEXTROAMPHETAMINE
CHEMBL12,EFO_0000474,epilepsy,4.0,
CHEMBL181,EFO_0000537,hypertension,4.0,DIAZOXIDE
CHEMBL181,EFO_0001073,obesity,3.0,DIAZOXIDE
CHEMBL139,EFO_0003898,ankylosing spondylitis,3.0,
CHEMBL139,EFO_0000685,rheumatoid arthritis,4.0,
CHEMBL2107333,EFO_0003929,relapsing-remitting multiple sclerosis,4.0,DIMETHYL FUMARATE
CHEMBL359744,EFO_0000588,mesothelioma,3.0,DOXORUBICIN HYDROCHLORIDE
CHEMBL359744,EFO_0001075,ovarian carcinoma,4.0,DOXORUBICIN HYDROCHLORIDE
CHEMBL1200699,EFO_0000649,periodontitis,4.0,DOXYCYCLINE
CHEMBL1200969,EFO_0000284,benign prostatic hyperplasia,4.0,
CHEMBL1082407,EFO_0001663,prostate carcinoma,4.0,ENZALUTAMIDE
CHEMBL1174,EFO_0000612,myocardial infarction,4.0,
CHEMBL58323,EFO_0000474,epilepsy,4.0,
CHEMBL58323,EFO_0004263,partial epilepsy,4.0,
CHEMBL1079742,EFO_0002618,pancreatic carcinoma,4.0,ERLOTINIB HYDROCHLORIDE
CHEMBL691,EFO_0000616,neoplasm,4.0,ETHINYL ESTRADIOL
CHEMBL622,EFO_0003843,pain,3.0,ETODOLAC
CHEMBL464,EFO_0000676,psoriasis,4.0,
CHEMBL1908360,EFO_0000313,carcinoma,3.0,EVEROLIMUS
CHEMBL1138,EFO_0000195,metabolic syndrome,3.0,EZETIMIBE
CHEMBL41355,EFO_0000474,epilepsy,4.0,
CHEMBL1094,EFO_0000474,epilepsy,4.0,
CHEMBL596,EFO_0000232,adenoma,3.0,FENTANYL
CHEMBL1201567,EFO_0001422,cirrhosis of liver,3.0,FILGRASTIM
CHEMBL1201567,EFO_0000565,leukemia,3.0,FILGRASTIM
CHEMBL1201567,EFO_0000616,neoplasm,4.0,FILGRASTIM
CHEMBL185,EFO_0002496,actinic keratosis,4.0,FLUOROURACIL
CHEMBL1676,EFO_0000341,chronic obstructive pulmonary disease,4.0,FLUTICASONE FUROATE
CHEMBL1676,HP_0006536,Airway obstruction,4.0,FLUTICASONE FUROATE
CHEMBL1473,EFO_0005854,allergic rhinitis,4.0,FLUTICASONE PROPIONATE
CHEMBL1473,EFO_1000391,Nasal Cavity Polyp,4.0,FLUTICASONE PROPIONATE
CHEMBL35,EFO_0003144,heart failure,4.0,FUROSEMIDE
CHEMBL940,HP_0000989,Pruritus,3.0,
CHEMBL939,EFO_0001071,lung carcinoma,3.0,GEFITINIB
CHEMBL939,EFO_0000707,squamous cell carcinoma,3.0,GEFITINIB
CHEMBL1637,EFO_0000305,breast carcinoma,4.0,
CHEMBL1201506,EFO_0000222,acute myeloid leukemia,4.0,GEMTUZUMAB OZOGAMICIN
CHEMBL472,EFO_0000400,diabetes mellitus,4.0,
CHEMBL1201833,EFO_0000685,rheumatoid arthritis,4.0,GOLIMUMAB
CHEMBL1201833,EFO_0000706,spondyloarthropathy,3.0,GOLIMUMAB
CHEMBL1201833,EFO_0000729,ulcerative colitis,4.0,GOLIMUMAB
CHEMBL1201509,EFO_0000545,infertility,3.0,"GONADOTROPIN, CHORIONIC"
CHEMBL1200908,EFO_0000676,psoriasis,4.0,HALOBETASOL PROPIONATE
CHEMBL1237055,EFO_0003843,pain,4.0,HYDROMORPHONE HYDROCHLORIDE
CHEMBL467,EFO_0000479,essential thrombocythemia,3.0,
CHEMBL467,EFO_0002429,polycythemia vera,3.0,
CHEMBL3989569,EFO_0003882,osteoporosis,4.0,IBANDRONATE SODIUM
CHEMBL1873475,EFO_0000574,lymphoma,3.0,IBRUTINIB
CHEMBL1873475,EFO_0002616,macroglobulinemia,4.0,IBRUTINIB
CHEMBL521,EFO_0003918,obstructive sleep apnea,3.0,
CHEMBL1642,EFO_0000220,acute lymphoblastic leukemia,4.0,IMATINIB MESYLATE
CHEMBL1642,EFO_0000565,leukemia,3.0,IMATINIB MESYLATE
CHEMBL1642,EFO_0000691,sarcoma,3.0,IMATINIB MESYLATE
CHEMBL6,EFO_0003898,ankylosing spondylitis,4.0,
CHEMBL6,EFO_0005752,eye inflammation,4.0,
CHEMBL2104391,EFO_0000400,diabetes mellitus,4.0,INSULIN DETEMIR
CHEMBL1201497,EFO_0000400,diabetes mellitus,4.0,INSULIN GLARGINE
CHEMBL1201538,EFO_0000400,diabetes mellitus,4.0,INSULIN LISPRO
CHEMBL1201629,EFO_0000400,diabetes mellitus,4.0,INSULIN PURIFIED BEEF
CHEMBL1201630,EFO_0000400,diabetes mellitus,4.0,INSULIN PURIFIED PORK
CHEMBL1201562,EFO_0003929,relapsing-remitting multiple sclerosis,3.0,
CHEMBL1201563,EFO_0003929,relapsing-remitting multiple sclerosis,3.0,
CHEMBL1789844,EFO_0002617,metastatic melanoma,4.0,IPILIMUMAB
CHEMBL1789844,EFO_0003060,non-small cell lung carcinoma,4.0,IPILIMUMAB
CHEMBL2134724,HP_0001742,Nasal congestion,4.0,IPRATROPIUM BROMIDE
CHEMBL1513,HP_0003124,Hypercholesterolemia,3.0,IRBESARTAN
CHEMBL547,EFO_0000621,neuroblastoma,3.0,
CHEMBL2145077,EFO_0003144,heart failure,4.0,IVABRADINE HYDROCHLORIDE
CHEMBL741,EFO_0004247,mood disorder,3.0,
CHEMBL1200775,EFO_0000731,uterine fibroid,3.0,LEUPROLIDE ACETATE
CHEMBL1286,EFO_0000474,epilepsy,4.0,LEVETIRACETAM
CHEMBL1764,EFO_0005407,psychosis,4.0,
CHEMBL998,EFO_0003956,seasonal allergic rhinitis,4.0,LORATADINE
CHEMBL995,HP_0000093,Proteinuria,4.0,LOSARTAN POTASSIUM
CHEMBL1201134,HP_0002019,Constipation,4.0,LUBIPROSTONE
CHEMBL781,EFO_0001073,obesity,4.0,
CHEMBL599,EFO_0003843,pain,3.0,MELOXICAM
CHEMBL1701,EFO_0003843,pain,4.0,MEPERIDINE HYDROCHLORIDE
CHEMBL704,EFO_0000555,irritable bowel syndrome,3.0,MESALAMINE
CHEMBL450,EFO_0000474,epilepsy,4.0,
CHEMBL34259,EFO_0000676,psoriasis,4.0,METHOTREXATE
CHEMBL1341,HP_0001945,Fever,4.0,
CHEMBL1577,EFO_0000319,cardiovascular disease,4.0,METHYCLOTHIAZIDE
CHEMBL878,EFO_0000319,cardiovascular disease,4.0,METOLAZONE
CHEMBL2062335,EFO_0000612,myocardial infarction,4.0,METOPROLOL TARTRATE
CHEMBL1417019,EFO_0000574,lymphoma,3.0,MITOXANTRONE HYDROCHLORIDE
CHEMBL1161,EFO_1000391,Nasal Cavity Polyp,4.0,MOMETASONE FUROATE
CHEMBL1161,HP_0001742,Nasal congestion,4.0,MOMETASONE FUROATE
CHEMBL1200681,EFO_0005854,allergic rhinitis,4.0,MONTELUKAST SODIUM
CHEMBL1200681,EFO_0003956,seasonal allergic rhinitis,4.0,MONTELUKAST SODIUM
CHEMBL1456,EFO_0004194,IGA glomerulonephritis,3.0,
CHEMBL1456,EFO_0004255,nephrotic syndrome,3.0,
CHEMBL1070,EFO_0005755,rheumatic disease,4.0,NABUMETONE
CHEMBL1201132,EFO_0003843,pain,4.0,
CHEMBL19019,EFO_0000764,HIV infection,3.0,
CHEMBL19019,EFO_0001073,obesity,3.0,
CHEMBL19019,EFO_0003843,pain,3.0,
CHEMBL154,HP_0002829,Arthralgia,4.0,
CHEMBL154,EFO_0000685,rheumatoid arthritis,4.0,
CHEMBL1200689,HP_0011950,Bronchiolitis,3.0,
CHEMBL1200689,EFO_0003818,lung disease,3.0,
CHEMBL730,EFO_0003882,osteoporosis,3.0,
CHEMBL1201836,EFO_0000565,leukemia,3.0,OFATUMUMAB
CHEMBL1201836,EFO_0000685,rheumatoid arthritis,3.0,OFATUMUMAB
CHEMBL715,EFO_0004699,gambling behaviour,3.0,OLANZAPINE
CHEMBL521686,EFO_0000616,neoplasm,4.0,
CHEMBL521686,EFO_0001075,ovarian carcinoma,4.0,
CHEMBL521686,EFO_0000673,prostate adenocarcinoma,3.0,
CHEMBL1719,EFO_0005854,allergic rhinitis,4.0,OLOPATADINE HYDROCHLORIDE
CHEMBL175247,EFO_0001073,obesity,4.0,ORLISTAT
CHEMBL1231,HP_0000011,Neurogenic bladder,3.0,OXYBUTYNIN
CHEMBL1200791,EFO_0005854,allergic rhinitis,4.0,
CHEMBL428647,EFO_0001061,cervical carcinoma,3.0,
CHEMBL428647,EFO_0000616,neoplasm,4.0,
